Base Path: /home/ltato/LiteScript_online_playground/playground/js
Main Module: ./online
>>>ADVANCE 1025:41 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1026:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1026:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1026 12(CODE) method insertLines(row, lines)
    'method'(IDENTIFIER) 'insertLines'(IDENTIFIER) '('(LITERAL) 'row'(IDENTIFIER) ','(LITERAL) 'lines'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1026:20 [1] 'insertLines'(IDENTIFIER)
>>>ADVANCE 1026:31 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1026:32 [3] 'row'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'row'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER row
>>>ADVANCE 1026:35 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1026:37 [5] 'lines'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'lines'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER lines
>>>ADVANCE 1026:42 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1027:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1027:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1027 12(CODE) method _insertLines(row, lines)
    'method'(IDENTIFIER) '_insertLines'(IDENTIFIER) '('(LITERAL) 'row'(IDENTIFIER) ','(LITERAL) 'lines'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1027:20 [1] '_insertLines'(IDENTIFIER)
>>>ADVANCE 1027:32 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1027:33 [3] 'row'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'row'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER row
>>>ADVANCE 1027:36 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1027:38 [5] 'lines'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'lines'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER lines
>>>ADVANCE 1027:43 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1028:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1028:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1028 12(CODE) method insertNewLine(position)
    'method'(IDENTIFIER) 'insertNewLine'(IDENTIFIER) '('(LITERAL) 'position'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1028:20 [1] 'insertNewLine'(IDENTIFIER)
>>>ADVANCE 1028:33 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1028:34 [3] 'position'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'position'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER position
>>>ADVANCE 1028:42 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1029:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1029:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1029 12(CODE) method insertInLine(position, text)
    'method'(IDENTIFIER) 'insertInLine'(IDENTIFIER) '('(LITERAL) 'position'(IDENTIFIER) ','(LITERAL) 'text'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1029:20 [1] 'insertInLine'(IDENTIFIER)
>>>ADVANCE 1029:32 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1029:33 [3] 'position'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'position'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER position
>>>ADVANCE 1029:41 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1029:43 [5] 'text'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'text'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER text
>>>ADVANCE 1029:47 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1030:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1030:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1030 12(CODE) method remove(range)
    'method'(IDENTIFIER) 'remove'(IDENTIFIER) '('(LITERAL) 'range'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1030:20 [1] 'remove'(IDENTIFIER)
>>>ADVANCE 1030:26 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1030:27 [3] 'range'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'range'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER range
>>>ADVANCE 1030:32 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1031:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1031:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1031 12(CODE) method removeInLine(row, startColumn, endColumn)
    'method'(IDENTIFIER) 'removeInLine'(IDENTIFIER) '('(LITERAL) 'row'(IDENTIFIER) ','(LITERAL) 'startColumn'(IDENTIFIER) ','(LITERAL) 'endColumn'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1031:20 [1] 'removeInLine'(IDENTIFIER)
>>>ADVANCE 1031:32 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1031:33 [3] 'row'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'row'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER row
>>>ADVANCE 1031:36 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1031:38 [5] 'startColumn'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'startColumn'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER startColumn
>>>ADVANCE 1031:49 [6] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1031:51 [7] 'endColumn'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'endColumn'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER endColumn
>>>ADVANCE 1031:60 [8] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1032:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1032:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1032 12(CODE) method removeLines(firstRow, lastRow)
    'method'(IDENTIFIER) 'removeLines'(IDENTIFIER) '('(LITERAL) 'firstRow'(IDENTIFIER) ','(LITERAL) 'lastRow'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1032:20 [1] 'removeLines'(IDENTIFIER)
>>>ADVANCE 1032:31 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1032:32 [3] 'firstRow'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'firstRow'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER firstRow
>>>ADVANCE 1032:40 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1032:42 [5] 'lastRow'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'lastRow'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER lastRow
>>>ADVANCE 1032:49 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1033:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1033:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1033 12(CODE) method _removeLines(firstRow, lastRow)
    'method'(IDENTIFIER) '_removeLines'(IDENTIFIER) '('(LITERAL) 'firstRow'(IDENTIFIER) ','(LITERAL) 'lastRow'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1033:20 [1] '_removeLines'(IDENTIFIER)
>>>ADVANCE 1033:32 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1033:33 [3] 'firstRow'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'firstRow'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER firstRow
>>>ADVANCE 1033:41 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1033:43 [5] 'lastRow'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'lastRow'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER lastRow
>>>ADVANCE 1033:50 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1034:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1034:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1034 12(CODE) method removeNewLine(row)
    'method'(IDENTIFIER) 'removeNewLine'(IDENTIFIER) '('(LITERAL) 'row'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1034:20 [1] 'removeNewLine'(IDENTIFIER)
>>>ADVANCE 1034:33 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1034:34 [3] 'row'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'row'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER row
>>>ADVANCE 1034:37 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 1035:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 1035:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

1035 12(CODE) method replace(range, text)
    'method'(IDENTIFIER) 'replace'(IDENTIFIER) '('(LITERAL) 'range'(IDENTIFIER) ','(LITERAL) 'text'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 1035:20 [1] 'replace'(IDENTIFIER)
>>>ADVANCE 1035:27 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 1035:28 [3] 'range'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'range'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER range
>>>ADVANCE 1035:33 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 1035:35 [5] 'text'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'text'(IDENTIFIER)
